HOVEDSKOLE_INST	INST_NR	INST_NAVN	ENHEDSART	INST_ADR	POSTNR	POSTDISTRIKT	TLF_NR	E_MAIL	WEB_ADR	INST_TYPE_NR	INST_TYPE_NAVN	INST_TYPE_GRUPPE	UNDERV_NIV	INST_LEDER	CVR_NR	KOMMUNE_NR	ADM_KOMMUNE_NAVN	BEL_KOMMUNE	BEL_KOMMUNE_NAVN	BEL_REGION	REGION_NAVN	EJER_KODE	EJERKODE_NAVN	P_NR	VEJKODE	GEO_BREDDE_GRAD	GEO_LAENGDE_GRAD
	281347	Skoler Sønderborg Kommune	Institution uden enheder	Rådhustorvet 10	6400	Sønderborg	8872 6400	post@sonderborg.dk	www.sonderborgkommune.dk	2026	Kommunal forvaltningsinstitution	Centre for rådgivning og vejledning			29189773	540	Sønderborg Kommune	540	Sønderborg Kommune	1083	Region Syddanmark	2	Kommunale		1724	54.90875864	9.78892362
	281348	STU. Frederikshavn Kommune	Institution uden enheder	Hånbækvej 32B	9900	Frederikshavn	9845 7200	projektafdelingen@frederikshavn.dk	www.frederikshavn.dk	1026	Uddannelsesinstitutioner for unge med særlige behov	Øvrige institutioner primært ikke kompetencegivende uddannelser		Anders Andersen	29189498	813	Frederikshavn Kommune	813	Frederikshavn Kommune	1081	Region Nordjylland	2	Kommunale	1023085158	3220	57.4315053	10.50431627
281474	281349	Skolen på Hannemanns Allé	Afdeling (underordnet enhed)	Else Alfelts Vej 2-4	2300	København S	8256 6990	sph@kk.dk	www.kk.dk	1012	Folkeskoler	Grundskoler mv.	9	Maria Bælum. konst.	64942212	101	Københavns Kommune	101	Københavns Kommune	1084	Region Hovedstaden	2	Kommunale		1514	55.6241183	12.56997621
	281350	Edutasia ApS - Nyledige	Institution uden enheder	Gammel Gugvej 17A. 1.	9000	Aalborg	7010 8020	mv@edutasia.dk	edutasia.com	1072	Private udbydere af AMU og EUD	Institutioner med erhvervsrettede uddannelser		Jacob Fuglsang	32471048			851	Aalborg Kommune	1081	Region Nordjylland	0	Private	1015554971	2312	57.03135323	9.93014669
281219	281351	U/NORD Hillerød. Milnersvej	Afdeling (underordnet enhed)	Milnersvej 48	3400	Hillerød	4829 0000	info@unord.dk	www.unord.dk	1071	Erhvervsskoler m.v.	Institutioner med erhvervsrettede uddannelser		Flemming Zachariasen	63504416			219	Hillerød Kommune	1084	Region Hovedstaden	4	Selvejende. statslige	1003400904	5571	55.92076517	12.29121876
	281352	Scania Danmark A/S	Institution uden enheder	Industribuen 19	2635	Ishøj	4454 2244	Sda.amu@scania.dk	www.scania.dk	1072	Private udbydere af AMU og EUD	Institutioner med erhvervsrettede uddannelser		Erling Petersen	17045210			183	Ishøj Kommune	1084	Region Hovedstaden	0	Private	1001211277	240		
	281353	Horsens Kommune. Forvaltningsinstitution	Institution uden enheder	Rådhustorvet 4	8700	Horsens	7629 2929	horsens.kommune@horsens.dk	www.horsenskom.dk	2026	Kommunal forvaltningsinstitution	Centre for rådgivning og vejledning			29189889	615	Horsens Kommune	615	Horsens Kommune	1082	Region Midtjylland	2	Kommunale		6850	55.86023742	9.84868374
	281354	Bøgelund Center for Udvikling Jobgruppen I/S	Institution uden enheder	Plantagevej 2A	7300	Jelling	7587 0399	jesper@bcfu.dk	www.bcfu.dk	1026	Uddannelsesinstitutioner for unge med særlige behov	Øvrige institutioner primært ikke kompetencegivende uddannelser		Søren Ærø	36228008	630	Vejle Kommune	630	Vejle Kommune	1083	Region Syddanmark	6	Selvejende. kommunale	1020075658	1854	55.74579558	9.40881656
	281355	Ung Egedal - Hovedadresse	Hovedskole (institution med enheder)	Hindbærvangen 224	2765	Smørum	7259 9200	ungdomsskolen@egekom.dk	www.ungegedal.dk	1012	Folkeskoler	Grundskoler mv.	10	Thomas N. Feldborg Bruun	29188386	240	Egedal Kommune	240	Egedal Kommune	1084	Region Hovedstaden	2	Kommunale	1013551088	356	55.74730084	12.30086657
	281356	STU Ung Egedal	Institution uden enheder	Hindbærvangen 224	2765	Smørum	7259 9200	stu-ungegedal@egekom.dk	ungegedal.dk/stu	1026	Uddannelsesinstitutioner for unge med særlige behov	Øvrige institutioner primært ikke kompetencegivende uddannelser		Jens Frandsen	29188386	240	Egedal Kommune	240	Egedal Kommune	1084	Region Hovedstaden	2	Kommunale	1013551088	356	55.74730084	12.30086657
	281357	Hejdeshus STU	Institution uden enheder	Valsømagle. Hejdesvej 31	4100	Ringsted	2762 6287	hejdeshus@gmail.com		1026	Uddannelsesinstitutioner for unge med særlige behov	Øvrige institutioner primært ikke kompetencegivende uddannelser		Misha Frost	37140317			329	Ringsted Kommune	1085	Region Sjælland	6	Selvejende. kommunale	1020793542	3150	55.49298939	11.8429048
265416	281358	Roskilde Tekniske Skole - Rådhusholmen	Afdeling (underordnet enhed)	Rådhusholmen 3	2670	Greve	4630 0400	rts@rts.dk	www.rts.dk	1071	Erhvervsskoler m.v.	Institutioner med erhvervsrettede uddannelser		Jesper Østrup	44053128			253	Greve Kommune	1085	Region Sjælland	4	Selvejende. statslige	1025099849	7158	55.58178008	12.29032037
	281359	Landsbyordningerne i Odder	Hovedskole (institution med enheder)	Landevejen 30	8350	Hundslund	8780 3835	hundslundskole@odder.dk	www.hundslundskole.dk	1012	Folkeskoler	Grundskoler mv.	9	Vivian Anditch	32264328	727	Odder Kommune	727	Odder Kommune	1082	Region Midtjylland	2	Kommunale	1003356337	3981	55.91470594	10.05330963
	281360	Højskolen Mors	Institution uden enheder	Salgerhøjvej 36	7900	Nykøbing M	2139 4962	nikolaiseidelin@gmail.com		1022	Folkehøjskoler	Øvrige institutioner primært ikke kompetencegivende uddannelser		Nikolai Seidelin og Mette Damiri	40073507			773	Morsø Kommune	1081	Region Nordjylland	5	Selvejende. private	1024298910	6890	56.89246528	8.79075005
259404	281361	Zealand Sjællands Erhvervsakademi. Nødebo	Afdeling (underordnet enhed)	Nødebovej 77A	3480	Fredensborg	5076 2600	zealand@zealand.dk	www.zealand.dk	1086	Erhvervsakademier	Institutioner med videregående uddannelser		Ulla Skaarup	31661471			219	Hillerød Kommune	1084	Region Hovedstaden	4	Selvejende. statslige		6192	55.98868723	12.3465839
281041	281362	FGU Fyn - Nyborg	Afdeling (underordnet enhed)	Nørrevoldgade 37	5800	Nyborg	4112 0100	nyborg@fgufyn.dk	www.fgufyn.dk	1027	Institutioner for forberedende grunduddannelse	Øvrige institutioner primært ikke kompetencegivende uddannelser		Gitte Lykkehus	39815842			450	Nyborg Kommune	1083	Region Syddanmark	4	Selvejende. statslige	1024847264	719	55.3121745	10.79473936
281041	281363	FGU Fyn - Odense Falen	Afdeling (underordnet enhed)	Falen 200	5250	Odense SV	6617 0843	fgufyn@fgufyn.dk		1027	Institutioner for forberedende grunduddannelse	Øvrige institutioner primært ikke kompetencegivende uddannelser		Gitte Lykkehus	39815842			461	Odense Kommune	1083	Region Syddanmark	4	Selvejende. statslige	1023903144	2188	55.36949903	10.33068234
	281364	Brohuset	Institution uden enheder	Koldinghuse Nord 9	5580	Nørre Aaby	8832 4069	udby@middelfart.dk	www.middelfart.dk	1016	Dagbehandlingstilbud og behandlingshjem	Grundskoler mv.		Lars Mose Nielsen	29189684	410	Middelfart Kommune	410	Middelfart Kommune	1083	Region Syddanmark	6	Selvejende. kommunale	1003309175	660	55.45549293	9.88733056
	281365	Gødvad Beskæftigelse og Uddannelse. Specialområde Autisme	Institution uden enheder	Stavangervej 13C	8600	Silkeborg	2040 8514	lone.jensen@ps.rm.dk	www.ps.rm.dk	1026	Uddannelsesinstitutioner for unge med særlige behov	Øvrige institutioner primært ikke kompetencegivende uddannelser		Lone Berg Jensen	29190925	1082		740	Silkeborg Kommune	1082	Region Midtjylland	7	Regionale	1022681725	1694	56.17920812	9.59583302
	281366	Liselund Højskole	Institution uden enheder	Slotsalleen 44	4200	Slagelse	5852 3120	liselund@liselund.dk	www.liselund.dk	1022	Folkehøjskoler	Øvrige institutioner primært ikke kompetencegivende uddannelser		Mogens Hemmingsen	41418893			330	Slagelse Kommune	1085	Region Sjælland	5	Selvejende. private	1025992306	1555		
	281367	Rude Strand Højskole	Institution uden enheder	Kystvejen 114	8300	Odder	8655 8944	info@rudestrandhojskole.dk		1022	Folkehøjskoler	Øvrige institutioner primært ikke kompetencegivende uddannelser		Carsten og Helle Holvad	40427716			727	Odder Kommune	1082	Region Midtjylland	5	Selvejende. private	1024659042	3933	55.99162328	10.25140844
	281368	Vordingborg Kommune. forvaltningsinstitution	Institution uden enheder	Valdemarsgade 43	4760	Vordingborg	5536 3636	post@vordingborg.dk	www.kommunen.vordingborg.dk	2026	Kommunal forvaltningsinstitution	Centre for rådgivning og vejledning			29189676	390	Vordingborg Kommune	390	Vordingborg Kommune	1085	Region Sjælland	2	Kommunale	1003307019	1853	55.01137035	11.90768209
630401	281369	UCL Købmagergade. Fredericia	Afdeling (underordnet enhed)	Købmagergade 86	7000	Fredericia	6318 3000	ucl@ucl.dk	www.ucl.dk	1085	Professionshøjskoler	Institutioner med videregående uddannelser		Jens Mejer Pedersen	30859480			607	Fredericia Kommune	1083	Region Syddanmark	4	Selvejende. statslige	1024763931	5242	55.56215433	9.75877925
	281370	Lærdansk Thisted	Institution uden enheder	Munkevej 9	7700	Thisted	6029 9452	thisted@adm.laerdansk.dk	www.laerdansk.dk/thisted	1052	Sprogcentre	Voksenuddannelsesinstitutionerne		Tove Engedal	20699310			787	Thisted Kommune	1081	Region Nordjylland	0	Private	1025257959	4860	56.95613067	8.69925184
730401	281371	Erhvervsakademi Dania. Hedensted	Afdeling (underordnet enhed)	Spettrupvej 7	8722	Hedensted	7229 1000	eadania@eadania.dk	www.eadania.dk	1086	Erhvervsakademier	Institutioner med videregående uddannelser		Anders Graae Rasmussen	31565162			766	Hedensted Kommune	1082	Region Midtjylland	4	Selvejende. statslige	1024660245	1364	55.78016695	9.72327521
621402	281373	IBC International Business College Fredericia. 10. klasse	Afdeling (underordnet enhed)	Mosegårdsvej 1	7000	Fredericia	7224 1600	ibc@ibc.dk	www.ibc.dk	1012	Folkeskoler	Grundskoler mv.	10	Jens Gamauf Madsen	19954617	607	Fredericia Kommune	607	Fredericia Kommune	1083	Region Syddanmark	2	Kommunale	1003401626	5946	55.53907397	9.71893002
101582	281375	Skovskolen Eldrupgaard	Afdeling (underordnet enhed)	Eldrupvej 2	8963	Auning	3533 1500	ku@ku.dk	www.ku.dk	1131	Universiteter			Henrik Caspar Wegener	29979812			707	Norddjurs Kommune	1082	Region Midtjylland	4	Selvejende. statslige	1019248573	210	56.43560837	10.4326463
281044	281376	FGU Midt- og Østsjælland. Faxe afdeling	Afdeling (underordnet enhed)	Præstøvej 11A	4640	Faxe	5663 3700	kontakt@fgu4you.dk	www.fgu4you.dk	1027	Institutioner for forberedende grunduddannelse	Øvrige institutioner primært ikke kompetencegivende uddannelser		Direktør Jesper Madsen	39816369			320	Faxe Kommune	1085	Region Sjælland	4	Selvejende. statslige	1024894629	767	55.25426262	12.11907114
	281377	Sundhedstjenesten under Egedal Kommune	Institution uden enheder	Dronning Dagmars Vej 200	3650	Ølstykke	7259 6000	kommune@egekom.dk	www.egedalkommune.dk	2026	Kommunal forvaltningsinstitution	Centre for rådgivning og vejledning		Søren Trier Højsgaard	29188386	240	Egedal Kommune	240	Egedal Kommune	1084	Region Hovedstaden	2	Kommunale	1003283851	166	55.78013627	12.18716244
281044	281378	FGU Midt- og Østsjælland. Ringsted afdeling	Afdeling (underordnet enhed)	Ahorn Alle 48B	4100	Ringsted	5663 3700	kontakt@fgu4you.dk	www.fgu4you.dk	1027	Institutioner for forberedende grunduddannelse	Øvrige institutioner primært ikke kompetencegivende uddannelser		Direktør Jesper Madsen	39816369			329	Ringsted Kommune	1085	Region Sjælland	4	Selvejende. statslige	1024894602	230	55.42930035	11.78067818
281044	281379	FGU Midt- og Østsjælland	Afdeling (underordnet enhed)	Klemmenstrupvej 25	4600	Køge	5663 3700	kontakt@fgu4you.dk	www.fgu4you.dk	1027	Institutioner for forberedende grunduddannelse	Øvrige institutioner primært ikke kompetencegivende uddannelser		Direktør Jesper Madsen	39816369			259	Køge Kommune	1085	Region Sjælland	4	Selvejende. statslige	1023902857	4636		
	281380	Nyborg Kommune. Forvaltningsinstitution	Institution uden enheder	Rådhuset. Torvet 1	5800	Nyborg	6333 7000	kommune@nyborg.dk	www.nyborg.dk	2026	Kommunal forvaltningsinstitution	Centre for rådgivning og vejledning			29189722	450	Nyborg Kommune	450	Nyborg Kommune	1083	Region Syddanmark	2	Kommunale		1031	55.31270237	10.79023767
461449	281381	Social- og Sundhedsskolen Fyn. Odense - Blangstedgårdsvej	Afdeling (underordnet enhed)	Blangstedgårdsvej 4	5220	Odense SØ	6310 2700	sosufyn@sosufyn.dk	www.sosufyn.dk	1071	Erhvervsskoler m.v.	Institutioner med erhvervsrettede uddannelser		Gunna Funder Hansen	29575746			461	Odense Kommune	1083	Region Syddanmark	4	Selvejende. statslige	1025227715	733	55.38978849	10.44019758
861403	281382	Himmerlands Erhvervs- og Gymnasieuddannelser. Aars afdeling	Afdeling (underordnet enhed)	Østre Boulevard 10	9600	Aars	9698 1000	heg@heguddannelser.dk	www.HEGuddannelser.dk	1071	Erhvervsskoler m.v.	Institutioner med erhvervsrettede uddannelser		Ulf Givskov Bender	10047242			820	Vesthimmerlands Kommune	1081	Region Nordjylland	4	Selvejende. statslige	1003402348	1550	56.80460771	9.53219708
861403	281383	Himmerlands Erhvervs- og Gymnasieuddannelser. Hobro afdeling	Afdeling (underordnet enhed)	Kirketoften 7	9500	Hobro	9698 1000	heg@heguddannelser.dk	www.HEGuddannelser.dk	1071	Erhvervsskoler m.v.	Institutioner med erhvervsrettede uddannelser		Ulf Givskov Bender	10047242			846	Mariagerfjord Kommune	1081	Region Nordjylland	4	Selvejende. statslige	1026475518	797	56.63281453	9.82820122
	281385	Sct. Jacobi skole- og dagtilbud	Hovedskole (institution med enheder)	Bytoften 2	6800	Varde	7994 7169	mkrh@varde.dk		1015	Specialskoler for børn	Grundskoler mv.		Marie Kring	29189811	573	Varde Kommune	573	Varde Kommune	1083	Region Syddanmark	2	Kommunale	1025298345	1011	55.62684034	8.46397343
	281387	AOF Center Odense	Institution uden enheder	Rugårdsvej 15B	5000	Odense C	6341 3500	akp@aofcenterodense.dk		1052	Sprogcentre	Voksenuddannelsesinstitutionerne		Gitte Overgaard	31571391			461	Odense Kommune	1083	Region Syddanmark	0	Private	1014671362	6814	55.39972204	10.37351371
	281390	Triocon ApS	Institution uden enheder	Sortsøvej 48	4850	Stubbekøbing	7021 0110	lise@triocom.dk		1052	Sprogcentre	Voksenuddannelsesinstitutionerne		Lise Corbitz	28498454			376	Guldborgsund Kommune	1085	Region Sjælland	0	Private	1011174066	1923	54.91777066	11.96906193
373401	281391	EUC Sjælland. Vordingborg. Næstvedvej	Afdeling (underordnet enhed)	Næstvedvej 3	4760	Vordingborg	5575 3300	eucsj@eucsj.dk	www.eucsj.dk	1071	Erhvervsskoler m.v.	Institutioner med erhvervsrettede uddannelser		John Norman				390	Vordingborg Kommune	1085	Region Sjælland	4	Selvejende. statslige	1025219453	1163	55.01352285	11.89880589
	281392	Brahetrolleborg Green Care	Institution uden enheder	Damgårds Alle 109	5300	Kerteminde	7027 2728	info@btgc.dk	www.brahetrolleborg-greencare.dk	1026	Uddannelsesinstitutioner for unge med særlige behov	Øvrige institutioner primært ikke kompetencegivende uddannelser		Henrik Baier Wedell	40213953			440	Kerteminde Kommune	1083	Region Syddanmark	6	Selvejende. kommunale	1024355442	124	55.45833835	10.63850795
	281393	Klubben Søndervang	Institution uden enheder	Søndervangs Allé 40	8260	Viby J	2210 4253	lahp@aarhus.dk		1028	Ungdomsskoler uden undervisningstilbud	Øvrige institutioner primært ikke kompetencegivende uddannelser		Lars Henrik Pind	55133018	751	Aarhus Kommune	751	Aarhus Kommune	1082	Region Midtjylland	2	Kommunale	1003365529	8257	56.11126075	10.14948869
	281394	Klubben Holme Søndergaard	Institution uden enheder	Nygårdsvej 5	8270	Højbjerg	4189 0807	jesd@aarhus.dk		1028	Ungdomsskoler uden undervisningstilbud	Øvrige institutioner primært ikke kompetencegivende uddannelser		Jette Søndergaard Dyhr	55133018	751	Aarhus Kommune	751	Aarhus Kommune	1082	Region Midtjylland	2	Kommunale	1003352227	6001	56.11018681	10.17386851
	281395	Bostedet	Institution uden enheder	Christian X's Alle 97	2800	Kgs. Lyngby	4027 8824	nemkonto@ltk.dk	chrxogstrandberg.skoleporten.dk	1051	Specialskoler for voksne	Voksenuddannelsesinstitutionerne		Ole Mikkelsen	11715311	173	Lyngby-Taarbæk Kommune	173	Lyngby-Taarbæk Kommune	1084	Region Hovedstaden	2	Kommunale	1015058788	145	55.76515484	12.4958931
	281396	Thy Sportsefterskole	Institution uden enheder	Vorupørvej 73	7700	Thisted	4410 1112	bhn@thysportsefterskole.dk	www.thysportsefterskole.dk	1011	Efterskoler	Grundskoler mv.		Brian Højer Nordstrøm	40580042	787	Thisted Kommune	787	Thisted Kommune	1081	Region Nordjylland	5	Selvejende. private	1024808307	9290	56.93137784	8.53519289
	281397	Horsens Gymnasium & HF	Hovedskole (institution med enheder)	Studentervænget 2	8700	Horsens	7562 9033	hs@hs-gym.dk	www.horsens-gym.dk	1061	Gymnasier og HF-kurser	Institutioner med almengymnasiale uddannelser		Flemming Steen Jensen	29551022			615	Horsens Kommune	1082	Region Midtjylland	4	Selvejende. statslige		7915	55.87137705	9.82670678
	281398	Mercantec	Hovedskole (institution med enheder)	H.C. Andersens Vej 9	8800	Viborg	8950 3300	mercantec@mercantec.dk	www.mercantec.dk	1071	Erhvervsskoler m.v.	Institutioner med erhvervsrettede uddannelser		Kirsten Holmgaard	14940596			791	Viborg Kommune	1082	Region Midtjylland	4	Selvejende. statslige	1003402208	281	56.46513805	9.41326108
	281399	Aarhus Business College	Hovedskole (institution med enheder)	Sønderhøj 9	8260	Viby J	8936 3636	aabc@aabc.dk	www.aabc.dk	1071	Erhvervsskoler m.v.	Institutioner med erhvervsrettede uddannelser		Gitte Nørgaard	48570658			751	Aarhus Kommune	1082	Region Midtjylland	4	Selvejende. statslige	1003402075	8235	56.12048119	10.15895939
376402	281400	CELF. Merkurs Plads Teknik	Afdeling (underordnet enhed)	Merkurs Plads 1	4800	Nykøbing F	5488 8888	celf@celf.dk	www.celf.dk	1071	Erhvervsskoler m.v.	Institutioner med erhvervsrettede uddannelser		Michael Bang	27328598			376	Guldborgsund Kommune	1085	Region Sjælland	4	Selvejende. statslige	1003401158	1283	54.7758395	11.87879358
	281401	Ellehøjskolen	Institution uden enheder	Jernaldervej 5	8210	Aarhus V	8713 9300	elleh@mbu.aarhus.dk		1012	Folkeskoler	Grundskoler mv.	9		55133018	751	Aarhus Kommune	751	Aarhus Kommune	1082	Region Midtjylland	2	Kommunale	1003363812	3943		
	281402	Askovfonden	Hovedskole (institution med enheder)	Struenseegade 9. 4.	2200	København N	3539 7242	info@askovfonden.dk	skolenmir.dk	1016	Dagbehandlingstilbud og behandlingshjem	Grundskoler mv.			55627312			101	Københavns Kommune	1084	Region Hovedstaden	6	Selvejende. kommunale	1010645480	7032	55.68685624	12.55047932
	281403	Fritids- og ungdomsskolen i Aarhus - SYDVEST	Institution uden enheder	Grøndalsvej 2	8260	Viby J	4185 7100	uiaa@mbu.aarhus.dk	ungiaarhus.aarhus.dk	1014	Kommunale ungdomsskoler og ungdomskostskoler	Grundskoler mv.	10	Mads Erik Seiersen	55133018	751	Aarhus Kommune	751	Aarhus Kommune	1082	Region Midtjylland	2	Kommunale	1015679340	2654	56.12399798	10.15186313
	281404	Fritids- og ungdomsskolen i Aarhus - ØST	Institution uden enheder	Grøndalsvej 2	8260	Viby J	5157 5757	uiaa@mbu.aarhus.dk	ungiaarhus.aarhus.dk	1014	Kommunale ungdomsskoler og ungdomskostskoler	Grundskoler mv.	10	Jette Dahl Nielsen	55133018	751	Aarhus Kommune	751	Aarhus Kommune	1082	Region Midtjylland	2	Kommunale	1003365864	2654	56.12399798	10.15186313
	281405	Ravnholm Skole	Institution uden enheder	Fruerlund 9	2850	Nærum	4611 4405	ravnholmskole@rudersdal.dk		1012	Folkeskoler	Grundskoler mv.	9	Kristine Juel Sklander	29188378	230	Rudersdal Kommune	230	Rudersdal Kommune	1084	Region Hovedstaden	2	Kommunale	1003272102	180	55.81386226	12.53408111
	281406	Søholmskolen	Institution uden enheder	Teglporten 9	3460	Birkerød	4611 4405	Soeholmskolen@rudersdal.dk		1012	Folkeskoler	Grundskoler mv.	9	Annika Palmelund	29188378	230	Rudersdal Kommune	230	Rudersdal Kommune	1084	Region Hovedstaden	2	Kommunale	1003276650	639	55.84069636	12.43252818
	281407	Holte Skole	Institution uden enheder	Rønnebærvej 33	2840	Holte	4611 4500	holteskole@rudersdal.dk		1012	Folkeskoler	Grundskoler mv.	9	Søren Wadt	29188378	230	Rudersdal Kommune	230	Rudersdal Kommune	1084	Region Hovedstaden	2	Kommunale	1003988921	516	55.81488662	12.46576969
	281408	Rude Skov Skole	Institution uden enheder	Ravnsnæsvej 120	3460	Birkerød	4581 2000	rudeskovskole@rudersdal.dk		1012	Folkeskoler	Grundskoler mv.	9	Hanne Bindseil Møller	29188378	230	Rudersdal Kommune	230	Rudersdal Kommune	1084	Region Hovedstaden	2	Kommunale	1003276571	490		
	281409	Tag Fat Aps	Institution uden enheder	Vandkunsten 6. 1.	1467	København K	5078 3669	katja@tag-fat.nu	tag-fat.nu	1026	Uddannelsesinstitutioner for unge med særlige behov	Øvrige institutioner primært ikke kompetencegivende uddannelser		Katja Maria Pakalski	40934219			101	Københavns Kommune	1084	Region Hovedstaden	6	Selvejende. kommunale	1025234932	7968	55.6762703	12.57426396
281009	281410	Herningsholm Erhvervsskole og Gymnasier. EUD/EUX Ikast	Afdeling (underordnet enhed)	Kongevejen 66	7430	Ikast	7213 4500	mail@herningsholm.dk	www.herningsholm.dk	1071	Erhvervsskoler m.v.	Institutioner med erhvervsrettede uddannelser		Allan Andreasen Kortnum	17783092			756	Ikast-Brande Kommune	1082	Region Midtjylland	4	Selvejende. statslige	1025574741	457	56.13828589	9.14736411
147406	281411	CBS PhD School	Afdeling (underordnet enhed)	Kilevej 14A	2000	Frederiksberg	3815 2839	PhDadministration@cbs.dk	www.cbs.dk	1133	Ph.d. skoler			Anette Boom	19596915			147	Frederiksberg Kommune	1084	Region Hovedstaden	4	Selvejende. statslige	1003403332	454	55.68120209	12.52505899
	281412	Løgumkloster Højskole	Institution uden enheder	Brorsonsvej 2	6240	Løgumkloster	7474 4040	info@logumklosterhojskole.dk	www.logumklosterhojskole.dk	1022	Folkehøjskoler	Øvrige institutioner primært ikke kompetencegivende uddannelser		Ursula Dieterich-Pedersen	40638245			550	Tønder Kommune	1083	Region Syddanmark	5	Selvejende. private	1024902125	198	55.0543178	8.95047125
787410	281413	EUC Nordvest - Bjørnevej Thisted	Afdeling (underordnet enhed)	Bjørnevej 9	7700	Thisted	9919 1919	euc@eucnordvest.dk	www.eucnordvest.dk	1071	Erhvervsskoler m.v.	Institutioner med erhvervsrettede uddannelser		Hans Chr. Jeppesen	39301016			787	Thisted Kommune	1081	Region Nordjylland	4	Selvejende. statslige	1003402178	674	56.96302907	8.73573007
280941	281415	ZBC10	Afdeling (underordnet enhed)	Ahorn Alle 3	4100	Ringsted	5578 8888	zbc@zbc.dk	www.zbc.dk	1012	Folkeskoler	Grundskoler mv.	10	Michael Kaas Andersen	10521815			329	Ringsted Kommune	1085	Region Sjælland	4	Selvejende. statslige	1016724560	230	55.42856772	11.78470925
	281416	Trivselsgården ApS	Institution uden enheder	Slagelse Landevej 110	4241	Vemmelev	5170 9330	thomas@hansenfam.dk	trivselsgården.dk	1026	Uddannelsesinstitutioner for unge med særlige behov	Øvrige institutioner primært ikke kompetencegivende uddannelser		Charlotte Hansen	39793393			330	Slagelse Kommune	1085	Region Sjælland	6	Selvejende. kommunale	1023875558	1536	55.35511709	11.2469639
280107	281417	SOSU H Brøndby	Afdeling (underordnet enhed)	Brøndby Møllevej 4	2605	Brøndby	7226 6000	sosuh@sosuh.dk		1071	Erhvervsskoler m.v.	Institutioner med erhvervsrettede uddannelser		Jeppe Rosengård Poulsen	33284101			153	Brøndby Kommune	1084	Region Hovedstaden	4	Selvejende. statslige	1024383993	53	55.651047	12.41912135
280107	281418	SOSU H Gladsaxe	Afdeling (underordnet enhed)	Buddinge Hovedgade 81	2860	Søborg	7226 6000	sosuh@sosuh.dk	www.sosuh.dk	1071	Erhvervsskoler m.v.	Institutioner med erhvervsrettede uddannelser		Jeppe Rosengård Poulsen	33284101			159	Gladsaxe Kommune	1084	Region Hovedstaden	4	Selvejende. statslige	1024384019	86	55.74290403	12.49053006
280107	281419	SOSU H Herlev	Afdeling (underordnet enhed)	Hørkær 22. 3.	2730	Herlev	7226 6000	sosuh@sosuh.dk	www.sosuh.dk	1071	Erhvervsskoler m.v.	Institutioner med erhvervsrettede uddannelser		Jeppe Rosengård Poulsen	33284101			163	Herlev Kommune	1084	Region Hovedstaden	4	Selvejende. statslige	1024384086	4086	55.71768827	12.4359337
	281420	Ingeborg STU	Institution uden enheder	Fredensvej 9	4100	Ringsted	5762 7777	Cafe-Ingeborg@ringsted.dk	www.ringsted.dk	1026	Uddannelsesinstitutioner for unge med særlige behov	Øvrige institutioner primært ikke kompetencegivende uddannelser		Anne Mikkelsen	18957981	329	Ringsted Kommune	329	Ringsted Kommune	1085	Region Sjælland	2	Kommunale	1016764708	2396	55.4597743	11.79252441
	281421	Holstebro Kommunale Ungdomsskole og AKT-tilbud	Hovedskole (institution med enheder)	Danmarksgade 75	7500	Holstebro	9611 6750	hku@holstebro.dk	www.hk-ung.dk	1014	Kommunale ungdomsskoler og ungdomskostskoler	Grundskoler mv.		Søren Hinrichsen	29189927	661	Holstebro Kommune	661	Holstebro Kommune	1082	Region Midtjylland	2	Kommunale	1003345646	1074		
281421	281422	Holstebro Kommunale Ungdomsskole. AKT-tilbud	Afdeling (underordnet enhed)	Døesvej 54D	7500	Holstebro	9611 6750	hku@holstebro.dk	www.hk-ung.dk	1012	Folkeskoler	Grundskoler mv.	7	Søren Hinrichsen	29189927	661	Holstebro Kommune	661	Holstebro Kommune	1082	Region Midtjylland	2	Kommunale	1003345646	1324	56.37043077	8.60818943
	281423	Aabenraa Kommune. forvaltningsinstitution	Institution uden enheder	Skelbækvej 2	6200	Aabenraa	7376 7676	post@aabenraa.dk	www.aabenraa.dk	2026	Kommunal forvaltningsinstitution	Centre for rådgivning og vejledning		Tanja Olesen	29189854	580	Aabenraa Kommune	580	Aabenraa Kommune	1083	Region Syddanmark	2	Kommunale		1506	55.02354301	9.42234196
	281424	Væksthuset	Institution uden enheder	Sct. Mathias Gade 19. 3.	8800	Viborg	8824 5400	ssc@vaeksthus.dk	www.vaeksthus.dk	1026	Uddannelsesinstitutioner for unge med særlige behov	Øvrige institutioner primært ikke kompetencegivende uddannelser		Sabine Schönhoff	15802383			791	Viborg Kommune	1082	Region Midtjylland	6	Selvejende. kommunale	1014729727	5480		
373401	281425	EUC Sjælland. Krondrevet	Afdeling (underordnet enhed)	Krondrevet 1A	4760	Vordingborg	5575 3300	eucsj@eucsj.dk	www.eucsj.dk	1071	Erhvervsskoler m.v.	Institutioner med erhvervsrettede uddannelser		John Normann	22029037			390	Vordingborg Kommune	1085	Region Sjælland	4	Selvejende. statslige	1025594025	841	55.01818134	11.89479202
