INST_NR	INST_NAVN_	POSTNR	POSTDISTRI	INST_NAVN	CVR_NR	P_NR	INST_LEDER	TELEFAX	TLF_NR	INST_ADR	VEJKODE	HUSNRBOGST	POSTBOKS	ETAGE	DOERBETEGN	AJOUR_DATO	AJOUR_BRUG	ADM_KOMMUN	ADM_KOMM_1	NEDLAGT_MN	EJER_KODE	EJER_KODE_	Min_KODE	min_KODE_T	UNDERV_NIV	OPRETTET_M	INST_TYPE_	inst_typ_1	INST_TYP_2	inst_typ_3	AKTIV_KODE	AKTIV_KO_1	INST_TYP_4	inst_typ_5	BEL_KOMMUN	BEL_KOMM_1	FLYTTE_KOD	FLYTTE_K_1	FLYTTE_INS	HOVEDSKOLE	E_MAIL	WEB_ADR	ENHEDSART	ENHEDSART_	VEJNAVN	LOKALITET	STEDNAVN	GEO_BREDDE	GEO_LAENGD	status	BEL_REGION	BEL_REGI_1	WKT_GEO
345005	Ugerlõse Skole	4350	Ugerlõse	Ugerlõse Skole	29189447	1003298159	Jonas Vad	5918 8439	7236 7820	Hovedgaden 42	628	42	NA	NA	NA	11-08-2021 00:00:00	ds	316	Holbëk Kommune	NA	2	Kommunale	1	Bõrne- og Undervisningsministeriet	8	NA	121	Grundskoler	1012	Folkeskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	21	Folkeskoler og private skoler, fuldt Ürgangsdelte	316	Holbëk Kommune	NA	NA	NA	281608	skoleadm-kildedam@holb.dk	ssu.holbaek.dk	2	Afdeling (underordnet enhed)	Hovedgaden	NA	NA	55.58368718	11.65442161	AJO	1085	Region Sjëlland	POINT(11.6544216 55.5836872)
345006	Tõllõse privat	4340	Tõllõse	Tõllõse Privat- og Efterskole, Baptisternes Skoler	23058812	1001555272	Henrik Kristiansen	5919 4108	5919 4100	Kvarmlõsevej 37A	854	37A	NA	NA	NA	27-08-2018 00:00:00	ayoze1	NA	NA	NA	5	Selvejende, private	1	Bõrne- og Undervisningsministeriet	10	196408	121	Grundskoler	1013	Friskoler og private grundskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	21	Folkeskoler og private skoler, fuldt Ürgangsdelte	316	Holbëk Kommune	NA	NA	NA	NA	tpoe@tpoe.dk	www.tpoe.dk	0	Institution uden enheder	Kvarmlõsevej	NA	NA	55.61309222	11.77849831	AJO	1085	Region Sjëlland	POINT(11.7784983 55.6130922)
345007	Sejerg. Grundsk	4340	Tõllõse	Sejergaardsskolen Grundskole og efterskole (345007)	56611215	1003114483	Eva Hede Jõrgensen	5918 5139	5918 5124	SejergÜrdsvej 2	1345	2	NA	NA	NA	04-03-2020 00:00:00	ds	NA	NA	NA	5	Selvejende, private	1	Bõrne- og Undervisningsministeriet	9	189508	121	Grundskoler	1013	Friskoler og private grundskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	22	Folkeskoler og private skoler, ikke fuldt Ürgangsdelte	316	Holbëk Kommune	NA	NA	NA	NA	sejergaardsskolen@sejergaardsskolen.dk	www.sejergaardsskolen.dk	0	Institution uden enheder	SejergÜrdsvej	NA	NA	55.61272198	11.76999368	AJO	1085	Region Sjëlland	POINT(11.7699937 55.612722)
345009	R.Steiner M.Sj.	4370	Store Merlõse	Freja Skolen - Rudolf Steiner Skolen pÜ Midtsjëlland	68887917	1003171201	Gisela H. Lecaros-Lund	NA	5780 1758	Bagmarken 58	80	58	NA	NA	NA	14-11-2019 00:00:00	ds	NA	NA	NA	5	Selvejende, private	1	Bõrne- og Undervisningsministeriet	9	198208	121	Grundskoler	1013	Friskoler og private grundskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	21	Folkeskoler og private skoler, fuldt Ürgangsdelte	316	Holbëk Kommune	NA	NA	NA	NA	steinerskolen@mail.dk	www.rudolfsteinerskolen.dk	0	Institution uden enheder	Bagmarken	NA	NA	55.54370999	11.68636797	AJO	1085	Region Sjëlland	POINT(11.686368 55.54371)
345010	Spec Tõllõse	4340	Tõllõse	Skolen pÜ Specialinstitution Tõllõse	17383213	1002987507	Henrik Degn Christensen	5918 6909	5918 5172	Kvarmlõsevej 20	854	20	NA	NA	NA	27-03-2015 00:00:00	ds	101	Kõbenhavns Kommune	01-02-2015 00:00:00	6	Selvejende, kommunale	1	Bõrne- og Undervisningsministeriet	10	199804	129	Dagbehandlingstilbud og behandlingshjem	1016	Dagbehandlingstilbud og behandlingshjem	3	Nedlagt institution	29	Skole- og behandlingshjem	316	Holbëk Kommune	NA	NA	NA	NA	skolen@tbup.dk	NA	0	Institution uden enheder	Kvarmlõsevej	NA	NA	55.612781215003984	11.774782715713586	AJO	1085	Region Sjëlland	POINT(11.7747827 55.6127812)
345300	Tõllese Efsk.	4340	Tõllõse	Tõllõse Privat- og Efterskole, Baptisternes Efterskoler	23058812	1001555272	Henrik Kristiansen	5919 4108	5919 4100	Kvarmlõsevej 37 A	854	37A	NA	NA	NA	27-08-2018 00:00:00	ayoze1	NA	NA	NA	5	Selvejende, private	1	Bõrne- og Undervisningsministeriet	10	195208	123	Efterskoler	1011	Efterskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	80	Efterskoler	316	Holbëk Kommune	NA	NA	NA	NA	tpoe@tpoe.dk	www.tpoe.dk	0	Institution uden enheder	Kvarmlõsevej	NA	NA	55.61309222	11.77849831	AJO	1085	Region Sjëlland	POINT(11.7784983 55.6130922)
345303	Sejerg eftersk	4340	Tõllõse	Sejergaardsskolen Grundskole og efterskole (345303)	56611215	1003114483	Eva Hede Jõrgensen	5918 5139	5918 5124	Sejergaardsvej 2	1345	2	NA	NA	NA	05-03-2020 00:00:00	ds	NA	NA	NA	5	Selvejende, private	1	Bõrne- og Undervisningsministeriet	10	199208	123	Efterskoler	1011	Efterskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	80	Efterskoler	316	Holbëk Kommune	NA	NA	NA	NA	sejergaardsskolen@sejergaardsskolen.dk	www.sejergaardsskolen.dk	0	Institution uden enheder	SejergÜrdsvej	NA	NA	55.61272198	11.76999368	AJO	1085	Region Sjëlland	POINT(11.7699937 55.612722)
345304	Tõllõse Sl. Esk	4340	Tõllõse	Tõllõse Slots Efterskole	20129638	1004147508	Jannik Kildorf	5918 6109	5918 6100	Tõllõsevej 97	1757	97	NA	NA	NA	27-09-2017 00:00:00	ayoze1	NA	NA	NA	5	Selvejende, private	1	Bõrne- og Undervisningsministeriet	NA	199708	123	Efterskoler	1011	Efterskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	80	Efterskoler	316	Holbëk Kommune	NA	NA	NA	NA	tse@slottet.dk	www.slottet.dk	0	Institution uden enheder	Tõllõsevej	NA	NA	55.61259015	11.74554385	AJO	1085	Region Sjëlland	POINT(11.7455439 55.6125902)
345901	Undlõse sk beh	4340	Tõllõse	Undlõse Skole- Behandlingshjem	29189447	1003290146	Connie Klinkby Hansen	5918 9225	7236 3636	Holbëkvej 46, Undlõse	589	46	NA	NA	NA	14-11-2019 00:00:00	ds	316	Holbëk Kommune	NA	2	Kommunale	1	Bõrne- og Undervisningsministeriet	9	191809	129	Dagbehandlingstilbud og behandlingshjem	1016	Dagbehandlingstilbud og behandlingshjem	1	Aktiv tëllingsmëssigt for Danmarks Statistik	29	Skole- og behandlingshjem	316	Holbëk Kommune	NA	NA	NA	NA	skound@holb.dk	www.holbaeknettet.dk	0	Institution uden enheder	Holbëkvej	NA	Undlõse	55.61049562	11.58651382	AJO	1085	Region Sjëlland	POINT(11.5865138 55.6104956)
350000	Lejre Kommune	4330	Hvalsõ	Lejre Kommune	29188548	NA	NA	4646 4599	4646 4646	Mõllebjergvej 4	513	4	NA	NA	NA	22-11-2019 00:00:00	HRK	350	Lejre Kommune	NA	2	Kommunale	5	Social- og íldreministeriet	NA	200701	923	Kommuner pr. 1/1-2007	2013	Kommuner pr. 1/1-2007	1	Aktiv tëllingsmëssigt for Danmarks Statistik	99	ùvrige uddannelsesinstitutioner m.v.	350	Lejre Kommune	NA	NA	NA	NA	post@lejre.dk	www.lejre.dk	0	Institution uden enheder	Mõllebjergvej	NA	NA	55.600925	11.86049358	AJO	1085	Region Sjëlland	POINT(11.8604936 55.600925)
350001	NA	4070	Kirke Hyllinge	Specialskolen Bramsnësvig	29908958	1012694403	Pia Holm	NA	4643 8676	Bramsnësvigvej 2	82	2	NA	NA	NA	14-11-2019 00:00:00	ds	NA	NA	NA	5	Selvejende, private	1	Bõrne- og Undervisningsministeriet	9	200609	126	Specialskoler for bõrn	1015	Specialskoler for bõrn	1	Aktiv tëllingsmëssigt for Danmarks Statistik	99	ùvrige uddannelsesinstitutioner m.v.	350	Lejre Kommune	NA	NA	NA	NA	info@bramsnaesvig.dk	www.bramsnaesvig.dk	0	Institution uden enheder	Bramsnësvigvej	NA	NA	55.69045313	11.83980804	AJO	1085	Region Sjëlland	POINT(11.839808 55.6904531)
350201	Studievalg Sj	4700	Nëstved	Studievalg Danmark Center Sjëlland	39440636	1023644718	Per Mejer Larsen	5578 6829	3333 2000	Jernbanegade 10	750	10	NA	NA	NA	23-01-2020 00:00:00	ds	NA	NA	NA	1	Statslige	4	Uddannelses- og Forskningsministeriet	NA	200406	934	Studievalg-centre	2023	Studievalg-centre	2	Aktiv institution medtëlles dog ikke i Danmarks Statistiks statistikker	7	Center for undervisningsmidler, amtscentraler m.v.	370	Nëstved Kommune	NA	NA	NA	NA	sjaelland@studievalg.dk	www.studievalg.dk/sjaelland	0	Institution uden enheder	Jernbanegade	NA	NA	55.230709	11.76362169	AJO	1085	Region Sjëlland	POINT(11.7636217 55.230709)
351002	ùstsk Hylleholt	4654	Faxe Ladeplads	ùstskolen, Hylleholt Skole	29188475	1003300397	Henrik ùstergaard	5671 6583	2843 9178	Dannebrogsvej 1	142	1	NA	NA	NA	25-11-2020 00:00:00	ds	320	Faxe Kommune	NA	2	Kommunale	1	Bõrne- og Undervisningsministeriet	9	NA	121	Grundskoler	1012	Folkeskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	21	Folkeskoler og private skoler, fuldt Ürgangsdelte	320	Faxe Kommune	NA	NA	NA	280361	oestskolen@faxekommune.dk	Oestskolen.aula.dk	2	Afdeling (underordnet enhed)	Dannebrogsvej	NA	NA	55.22275298	12.16299151	AJO	1085	Region Sjëlland	POINT(12.1629915 55.222753)
351003	ùstsk Karise	4653	Karise	ùstskolen, Karise Skole	29188475	1003300592	Henrik ùstergaard	NA	5620 4640	Skolegade 39	836	39	NA	NA	NA	30-11-2020 00:00:00	ds	320	Faxe Kommune	NA	2	Kommunale	1	Bõrne- og Undervisningsministeriet	10	190708	121	Grundskoler	1012	Folkeskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	21	Folkeskoler og private skoler, fuldt Ürgangsdelte	320	Faxe Kommune	NA	NA	NA	280361	oestskolen@faxekommune.dk	Oestskolen.aula.dk	2	Afdeling (underordnet enhed)	Skolegade	NA	NA	55.3087204	12.19068322	AJO	1085	Region Sjëlland	POINT(12.1906832 55.3087204)
351005	Spjeller.-Sm.Sk	4640	Faxe	Spjellerup-Smerup Skole	29188475	1003300610	Tage Jensen	5671 0136	5676 7600	Spjellerupvej 33	910	33	NA	NA	NA	09-07-2010 00:00:00	ds	320	Faxe Kommune	01-07-2010 00:00:00	2	Kommunale	1	Bõrne- og Undervisningsministeriet	7	193908	121	Grundskoler	1012	Folkeskoler	3	Nedlagt institution	22	Folkeskoler og private skoler, ikke fuldt Ürgangsdelte	320	Faxe Kommune	2	Flyttet til institutionsnummer i flyttet institution	351003	NA	spjellerupskole@faxekommune.dk	NA	0	Institution uden enheder	Spjellerupvej	NA	NA	55.27214966159252	12.2432052745839	AJO	1085	Region Sjëlland	POINT(12.2432053 55.2721497)
351008	ùstsk Rollo	4640	Faxe	ùstskolen,  Rolloskolen	29188475	1003300439	Henrik ùstergaard	5671 4266	5620 4640	Gl Strandvej 12	294	12	NA	NA	NA	30-11-2020 00:00:00	ds	320	Faxe Kommune	NA	2	Kommunale	1	Bõrne- og Undervisningsministeriet	9	199108	121	Grundskoler	1012	Folkeskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	21	Folkeskoler og private skoler, fuldt Ürgangsdelte	320	Faxe Kommune	NA	NA	NA	280361	oestskolen@faxekommune.dk	Oestskolen.aula.dk	2	Afdeling (underordnet enhed)	Gl Strandvej	NA	NA	55.25068457	12.12483391	AJO	1085	Region Sjëlland	POINT(12.1248339 55.2506846)
351010	Karise Ungd.	4653	Karise	Karise Ungdomshus	20876131	1004561090	Arne Rasmussen	5678 7890	5678 8889	Junker Stranges AllÇ 1	446	1	NA	NA	NA	14-11-2019 00:00:00	ds	NA	NA	NA	6	Selvejende, kommunale	1	Bõrne- og Undervisningsministeriet	9	200201	129	Dagbehandlingstilbud og behandlingshjem	1016	Dagbehandlingstilbud og behandlingshjem	1	Aktiv tëllingsmëssigt for Danmarks Statistik	29	Skole- og behandlingshjem	320	Faxe Kommune	NA	NA	NA	NA	info@kariseuh.dk	www.kariseungdomshus.dk	0	Institution uden enheder	Junker Stranges Alle	NA	NA	55.31282431	12.19926494	AJO	1085	Region Sjëlland	POINT(12.1992649 55.3128243)
351200	NA	4690	Haslev	UU Sjëlland Syd	29188475	1011170184	Per Hõjland	NA	5620 2780	Sõndergade 12	983	12	NA	NA	NA	23-12-2019 00:00:00	ds	320	Faxe Kommune	31-12-2019 00:00:00	2	Kommunale	1	Bõrne- og Undervisningsministeriet	NA	200409	933	Ungdommens Uddannelsesvejledning	2024	Ungdommens Uddannelsesvejledning	3	Nedlagt institution	7	Center for undervisningsmidler, amtscentraler m.v.	320	Faxe Kommune	NA	NA	NA	NA	post@uuss.dk	www.uuss.dk	0	Institution uden enheder	Sõndergade	NA	NA	55.32514858	11.95640332	AJO	1085	Region Sjëlland	POINT(11.9564033 55.3251486)
351247	VUC Fakse afd.	4640	Faxe	VUC Storstrõm - Fakse	29541868	1003298494	RenÇ Bugge Rasmussen	5671 5020	5488 1790	Prëstõvej 5	767	5	NA	NA	NA	22-11-2019 00:00:00	ds	NA	NA	NA	4	Selvejende, statslige	1	Bõrne- og Undervisningsministeriet	NA	197408	137	Voksenuddannelsescentre	1053	Voksenuddannelsescentre	1	Aktiv tëllingsmëssigt for Danmarks Statistik	30	Amtskommunale enkeltfagskurser	320	Faxe Kommune	NA	NA	NA	369248	vuc@vucstor.dk	www.vucstor.dk	2	Afdeling (underordnet enhed)	Prëstõvej	NA	NA	55.25465925	12.11908212	AJO	1085	Region Sjëlland	POINT(12.1190821 55.2546593)
351300	Waldemarsbo Esk	4654	Faxe Ladeplads	Waldemarsbo Efterskolen	84493813	1002696345	Tine Engell Kjõller	5671 6344	5671 6388	Hylleholtvej 6	382	6	NA	NA	NA	14-11-2019 00:00:00	ayoze1	NA	NA	NA	5	Selvejende, private	1	Bõrne- og Undervisningsministeriet	9	197907	123	Efterskoler	1010	Efterskoler med samlet sërligt tilbud	1	Aktiv tëllingsmëssigt for Danmarks Statistik	80	Efterskoler	320	Faxe Kommune	NA	NA	NA	NA	waldemarsbo@waldemarsbo.dk	www.waldemarsbo.dk	0	Institution uden enheder	Hylleholtvej	NA	NA	55.21734803	12.15948276	AJO	1085	Region Sjëlland	POINT(12.1594828 55.217348)
351301	Faxehus Esk.	4654	Faxe Ladeplads	Faxehus Efterskole	69661513	1002302803	Jakob Rud Hansen	5671 6724	5671 6624	Strandstrëde 3	958	3	NA	NA	NA	14-11-2019 00:00:00	ds	NA	NA	NA	5	Selvejende, private	1	Bõrne- og Undervisningsministeriet	10	198008	123	Efterskoler	1011	Efterskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	80	Efterskoler	320	Faxe Kommune	NA	NA	NA	NA	kontor@faxehus.dk	www.faxehus.dk	0	Institution uden enheder	Strandstrëde	NA	NA	55.20489905	12.14695992	AJO	1085	Region Sjëlland	POINT(12.1469599 55.2048991)
351306	Karise Esk.	4653	Karise	Karise Efterskole	28935072	1011660211	Troels Brandt	NA	5676 7400	Rõnne Allä 7	812	7	NA	NA	NA	29-01-2020 00:00:00	ds	NA	NA	NA	5	Selvejende, private	1	Bõrne- og Undervisningsministeriet	9	200608	123	Efterskoler	1010	Efterskoler med samlet sërligt tilbud	1	Aktiv tëllingsmëssigt for Danmarks Statistik	80	Efterskoler	320	Faxe Kommune	NA	NA	NA	NA	kontor@kaef.dk	www.kariseefterskole.dk	0	Institution uden enheder	Rõnne Alle	NA	NA	55.30634564	12.2004036	AJO	1085	Region Sjëlland	POINT(12.2004036 55.3063456)
353003	FèS Korskilde	4733	Tappernõje	FladsÜskolen, afd. Korskilde	29189625	1003300713	Bo Hauge Laursen	5576 5132	5588 8420	Korskildevej 2 A	881	2A	NA	NA	NA	14-11-2019 00:00:00	ds	370	Nëstved Kommune	NA	2	Kommunale	1	Bõrne- og Undervisningsministeriet	6	196008	121	Grundskoler	1012	Folkeskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	21	Folkeskoler og private skoler, fuldt Ürgangsdelte	370	Nëstved Kommune	NA	NA	NA	280746	fladsaaskolen@naestved.dk	NA	2	Afdeling (underordnet enhed)	Korskildevej	NA	NA	55.17899935	11.97543753	AJO	1085	Region Sjëlland	POINT(11.9754375 55.1789993)
353008	Bonderuphus	4700	Nëstved	Dagbehandlingstilbuddet Bonderuphus	19379744	1003790786	Lone Danielsson	NA	5554 0061	Bonderupvej 9, Bonderup	149	9	NA	NA	NA	22-11-2013 00:00:00	ds	370	Nëstved Kommune	01-11-2013 00:00:00	6	Selvejende, kommunale	1	Bõrne- og Undervisningsministeriet	7	200104	129	Dagbehandlingstilbud og behandlingshjem	1016	Dagbehandlingstilbud og behandlingshjem	3	Nedlagt institution	23	Observations- og heldagsskoler	370	Nëstved Kommune	NA	NA	NA	NA	bonderuphus@get2net.dk	www.bonderuphus.dk	0	Institution uden enheder	Bonderupvej	NA	Bonderup	55.224487790200605	11.857009147805648	AJO	1085	Region Sjëlland	POINT(11.8570091 55.2244878)
353009	Marjatta Sk.h.	4733	Tappernõje	Marjatta Skolehjem	67278712	1003298585	Bernhard Schmitz	NA	5569 5119	Strandvejen 15, Bredeshave	1644	15	NA	NA	NA	14-11-2019 00:00:00	ds	NA	NA	NA	8	Selvejende, regionale	1	Bõrne- og Undervisningsministeriet	10	200408	129	Dagbehandlingstilbud og behandlingshjem	1016	Dagbehandlingstilbud og behandlingshjem	1	Aktiv tëllingsmëssigt for Danmarks Statistik	29	Skole- og behandlingshjem	370	Nëstved Kommune	NA	NA	NA	NA	marjatta@marjatta.dk	NA	0	Institution uden enheder	Strandvejen	NA	Bredeshave	55.15670441	12.01788329	AJO	1085	Region Sjëlland	POINT(12.0178833 55.1567044)
353300	Brõderup Eftsk.	4733	Tappernõje	Brõderup Efterskole	67269012	1002248139	Kasper Luffe	5556 4139	5556 4133	Karlshõj 40	784	40	NA	NA	NA	14-11-2019 00:00:00	ds	NA	NA	NA	5	Selvejende, private	1	Bõrne- og Undervisningsministeriet	10	194704	123	Efterskoler	1011	Efterskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	80	Efterskoler	370	Nëstved Kommune	NA	NA	NA	NA	kontoret@befs.dk	www.brõderupefterskole.dk	0	Institution uden enheder	Karlshõj	NA	NA	55.18389614	11.98426833	AJO	1085	Region Sjëlland	POINT(11.9842683 55.1838961)
355003	Holeby Landsby	4960	Holeby	Holeby Landsbyordning	29188572	1003300890	Malene Hjõllund	5460 6074	5467 6363	Vestervej 126	1941	126	NA	NA	NA	10-09-2020 00:00:00	hrk	360	Lolland Kommune	NA	2	Kommunale	1	Bõrne- og Undervisningsministeriet	10	NA	121	Grundskoler	1012	Folkeskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	21	Folkeskoler og private skoler, fuldt Ürgangsdelte	360	Lolland Kommune	1	Flyttet fra institutionsnummer i flyttet institution	280944	NA	holebylandsbyordning@lolland.dk	lollandskoleogdagtilbud.dk	0	Institution uden enheder	Vestervej	NA	NA	54.71186419	11.45531908	AJO	1085	Region Sjëlland	POINT(11.4553191 54.7118642)
357001	HGS Toksvërd	4684	Holmegaard	Holmegaardskolen, afd. Toksvërd	29189625	1003301010	Jõrgen Rhode Wilms	5556 2263	5588 8600	Tokesvej 1	1733	1	NA	NA	NA	16-11-2018 00:00:00	ds	370	Nëstved Kommune	NA	2	Kommunale	1	Bõrne- og Undervisningsministeriet	9	188301	121	Grundskoler	1012	Folkeskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	21	Folkeskoler og private skoler, fuldt Ürgangsdelte	370	Nëstved Kommune	NA	NA	NA	280748	Holmegaardskolen@naestved.dk	www.Holmegaardskolen.dk	2	Afdeling (underordnet enhed)	Tokesvej	NA	NA	55.25348253	11.88205781	AJO	1085	Region Sjëlland	POINT(11.8820578 55.2534825)
357002	HGS Fensmark	4684	Holmegaard	Holmegaardskolen, afd. Fensmark	29189625	1003301071	Jõrgen Rhode Wilms	5554 6221	5588 8600	Fensmark, Villavej 2	1984	2	NA	NA	NA	16-11-2018 00:00:00	ds	370	Nëstved Kommune	NA	2	Kommunale	1	Bõrne- og Undervisningsministeriet	9	193608	121	Grundskoler	1012	Folkeskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	21	Folkeskoler og private skoler, fuldt Ürgangsdelte	370	Nëstved Kommune	NA	NA	NA	280748	holmegaardskolen@naestved.dk	www.Holmegaardskolen.dk	2	Afdeling (underordnet enhed)	Villavej	Fensmark	NA	55.2787772	11.81165777	AJO	1085	Region Sjëlland	POINT(11.8116578 55.2787772)
357005	Holmeg.held.sk	4684	Holmegaard	Holmegaard Heldagsskole ApS	40604499	1024807149	Jan Knudsen	NA	5556 3112	Glasmagervej 4	504	4	NA	NA	NA	09-10-2019 00:00:00	ds	NA	NA	NA	6	Selvejende, kommunale	1	Bõrne- og Undervisningsministeriet	9	200601	129	Dagbehandlingstilbud og behandlingshjem	1016	Dagbehandlingstilbud og behandlingshjem	1	Aktiv tëllingsmëssigt for Danmarks Statistik	21	Folkeskoler og private skoler, fuldt Ürgangsdelte	370	Nëstved Kommune	NA	NA	NA	NA	pau@holmegaardheldagsskole.dk	www.holmegaardheldagsskole.dk	0	Institution uden enheder	Glasmagervej	Fensmark	NA	55.27976566	11.82412489	AJO	1085	Region Sjëlland	POINT(11.8241249 55.2797657)
359003	Sõllested	4920	Sõllested	Sõllested Landsbyordning	29188572	1003301095	Bitten Maria Bendtsen	5494 1023	5467 6691	Birkevej 1B	115	1B	NA	NA	NA	22-06-2021 00:00:00	ds	360	Lolland Kommune	NA	2	Kommunale	1	Bõrne- og Undervisningsministeriet	6	196308	121	Grundskoler	1012	Folkeskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	21	Folkeskoler og private skoler, fuldt Ürgangsdelte	360	Lolland Kommune	1	Flyttet fra institutionsnummer i flyttet institution	280943	NA	soellestedlandsbyordning@lolland.dk	lollandskoleogdagtilbud.dk	0	Institution uden enheder	Birkevej	NA	NA	54.81295583	11.2704205	AJO	1085	Region Sjëlland	POINT(11.2704205 54.8129558)
359004	NV Gurreby	4920	Sõllested	Nordvestskolen, Gurreby afdeling	29188572	1003301137	Palle Blom	5494 2131	5494 2081	Gurrebyvej 7	490	7	NA	NA	NA	31-10-2011 00:00:00	ds	360	Lolland Kommune	01-08-2011 00:00:00	2	Kommunale	1	Bõrne- og Undervisningsministeriet	9	198701	126	Specialskoler for bõrn	1015	Specialskoler for bõrn	3	Nedlagt institution	23	Observations- og heldagsskoler	360	Lolland Kommune	NA	NA	NA	360004	nordvestskolen@lolland.dk	www.lolland.dk	2	Afdeling (underordnet enhed)	Gurrebyvej	NA	NA	54.811942405862595	11.249758729206048	AJO	1085	Region Sjëlland	POINT(11.2497587 54.8119424)
359005	Krumsõ F.K.Sk.	4920	Sõllested	Krumsõ Fri- og Kostskole	19406679	1004179632	Jõrgen Andersen	5494 0007	5496 3500	Hõjskolevej 79	673	79	NA	NA	NA	24-03-2015 00:00:00	ds	NA	NA	31-12-2013 00:00:00	5	Selvejende, private	1	Bõrne- og Undervisningsministeriet	10	199608	121	Grundskoler	1013	Friskoler og private grundskoler	3	Nedlagt institution	22	Folkeskoler og private skoler, ikke fuldt Ürgangsdelte	360	Lolland Kommune	1	Flyttet fra institutionsnummer i flyttet institution	371005	NA	krumsoe@krumsoe.dk	www.krumsoe.dk	0	Institution uden enheder	Hõjskolevej	NA	NA	54.81483144008215	11.259670947445166	AJO	1085	Region Sjëlland	POINT(11.2596709 54.8148314)
359006	Reventlow fsk.	4920	Sõllested	Reventlow Lille Skole	21662305	1005106945	Mette Green	5461 6641	5461 6626	Torebyvej 7	1747	7	NA	NA	NA	04-06-2021 00:00:00	ds	NA	NA	NA	5	Selvejende, private	1	Bõrne- og Undervisningsministeriet	10	199908	121	Grundskoler	1013	Friskoler og private grundskoler	7	Under afvikling	21	Folkeskoler og private skoler, fuldt Ürgangsdelte	360	Lolland Kommune	NA	NA	NA	NA	reventlow_lille.skole@adr.dk	www.rls-lolland.dk	0	Institution uden enheder	Torebyvej	NA	NA	54.77936497	11.29880099	AJO	1085	Region Sjëlland	POINT(11.298801 54.779365)
359301	Pederstrup Esk.	4943	Torrig L	Pederstrup Efterskole	89257514	1002814935	Ole Wendelbo Therkildsen	5493 5754	5493 5755	Pederstrupvej 120	1210	120	NA	NA	NA	25-09-2017 00:00:00	ds	NA	NA	31-07-2017 00:00:00	5	Selvejende, private	1	Bõrne- og Undervisningsministeriet	10	198008	123	Efterskoler	1011	Efterskoler	3	Nedlagt institution	80	Efterskoler	360	Lolland Kommune	NA	NA	NA	NA	pederstrup@pederstrup.dk	www.pederstrup.dk	0	Institution uden enheder	Pederstrupvej	NA	NA	54.89752821	11.26115685	AJO	1085	Region Sjëlland	POINT(11.2611569 54.8975282)
359302	Halstedhus Esk.	4900	Nakskov	Halstedhus Efterskole	89185513	1002812749	Ulrik Murel	5493 9632	5493 9631	Halstedhus Vej 2	2058	2	NA	NA	NA	14-11-2019 00:00:00	ds	NA	NA	NA	5	Selvejende, private	1	Bõrne- og Undervisningsministeriet	10	198008	123	Efterskoler	1011	Efterskoler	1	Aktiv tëllingsmëssigt for Danmarks Statistik	80	Efterskoler	360	Lolland Kommune	NA	NA	NA	NA	kontor@halstedhus.dk	www.halstedhus.dk	0	Institution uden enheder	Halstedhus Vej	NA	NA	54.84909792	11.23527761	AJO	1085	Region Sjëlland	POINT(11.2352776 54.8490979)
360000	Lolland Kommune	4930	Maribo	Lolland Kommune	29188572	NA	NA	NA	5467 6767	RÜdhuset, Jernbanegade 7	690	7	NA	NA	NA	22-11-2019 00:00:00	HRK	360	Lolland Kommune	NA	2	Kommunale	5	Social- og íldreministeriet	NA	200701	923	Kommuner pr. 1/1-2007	2013	Kommuner pr. 1/1-2007	1	Aktiv tëllingsmëssigt for Danmarks Statistik	99	ùvrige uddannelsesinstitutioner m.v.	360	Lolland Kommune	NA	NA	NA	NA	lolland@lolland.dk	www.lolland.dk	0	Institution uden enheder	Jernbanegade	RÜdhuset	NA	54.77548541	11.50138528	AJO	1085	Region Sjëlland	POINT(11.5013853 54.7754854)
